concept,label
theSpiritualNourishmentOfChristAndTheChurch,the spiritual nourishment of Christ and the Church
trustworthiness,trustworthiness
virgo,Virgo
zeal,zeal
healing,healing
andLifePrinciples,and life principles
aParticularChurchBeingCarriedMayIndicateThatThePersonCarryingItWasItsFounderOrFirstBishop,a particular church being carried may indicate that the person carrying it was its founder or first bishop
aParticularDisciplineOrPrinciple,a particular discipline or principle
artifice,artifice
badPoets,bad poets
chatter,chatter
community,community
definingTheBoundaryBetweenTheSacredAndProfane,defining the boundary between the sacred and profane
demonOfLightAndDarkness,demon of light and darkness
drugOfImmortality,drug of immortality
dwellingOfSpiritualWisdom,dwelling of spiritual wisdom
evanescentWorldlyGlory,evanescent worldly glory
fixingTheWorldAxisInAParticularSacredPlace,fixing the World Axis in a particular sacred place
imitationOfThePathOfTheGreatBearConstellation,imitation of the path of the Great Bear constellation
imitationOfThePathOfTheSun,imitation of the path of the sun
lackOfSpiritualNaturalOrEmotionalContact,"lack of spiritual, natural, or emotional contact"
makingSevenCircuitsOfTheKaAbaRepresentsTheSevenAttributesOfGod,making seven circuits of the Ka’aba represents the seven attributes of God
negligence,negligence
objectsContainedWithinAreLimitedDefinedAndOfTheManifestWorld,"objects contained within are limited, defined, and of the manifest world"
pilgrimageToFindTheSelf,pilgrimage to find the Self
placeWhereSpiritualForcesEncounterTheMaterialWorld,place where spiritual forces encounter the material world
popularFavor,popular favor
representedBy9,represented by -9
restraintOfCupidityAndVice,restraint of cupidity and vice
restraintOfViceAndLasciviousness,restraint of vice and lasciviousness
ssOswald,SS Oswald
takingRitualPossession,taking ritual possession
theDiscardedLover,the discarded lover
theGraveOfChrist,the grave of Christ
theHardenedHabitsAndTerrestrialUnionsOfSoulAndSpiritThatMustBeBrokenInCalcinationToFreeTheEssences,the hardened habits and terrestrial unions of soul and spirit that must be broken in calcination to free the essences
theIntersectionOfHeavenAndEarth,the intersection of heaven and earth
theMasculineSolarDay,"the masculine, solar, day"
theRelationOfHarmonyAndStillnessOrTheManifestAndTheSupremeReality,the relation of harmony and stillness or the manifest and the Supreme Reality
theRoundOfCreation,the round of creation
theSalvationOfItsMembers,the salvation of its members
theSocietyOrTheBeliefsOfTheSocietyOfWhichItIsAPart,the society or the beliefs of the society of which it is a part
transformingTheEarthlyIntoTheHeavenly,transforming the earthly into the heavenly
viewedFromWithoutTheCircumferenceIsTheDefenseOfTheConsciousWorldAgainstTheUnconsciousOrChaos,"viewed from without, the circumference is the defense of the conscious world against the unconscious or chaos"
wombOfTheVirginMary,womb of the Virgin Mary
worldlyGrandeur,worldly grandeur
arkOfTheCovenant,Ark of the Covenant
dawnPersonified,Dawn personified
enclosure,enclosure
eosAurora,Eos/Aurora
foreskin,foreskin
gladness,gladness
improvidence,improvidence
manSLife,man’s life
melody,melody
mentalBeauty,mental beauty
metamorphosis,metamorphosis
movement,movement
rest,rest
retirement,retirement
rotation,rotation
thebes,Thebes
theNewMoon,the new moon
usedInWitchcraft,used in witchcraft
aCursedAnimal,a cursed animal
aFuneralAnimal,a funeral animal
aManBetween70And80YearsOfAge,a man between 70 and 80 years of age
andTheGoddessOfLiberty,and the goddess of liberty
anEmbattledSpiritualPowerEverOnWatch,an embattled spiritual power ever on watch
aShapeshifter,a shapeshifter
aTalkativePerson,a talkative person
balthazarTheMagus,Balthazar the magus
boys,boys
cavernOfTheHeart,cavern of the heart
christBearingSoulsToGod,Christ bearing souls to God
complaint,complaint
consideredAMasculineFish,considered a masculine fish
coquettishness,coquettishness
dedalusWorkingForPasiphae,Dedalus working for Pasiphae
devotionToChristAndTheChurch,devotion to Christ and the Church
disguiseOfWitches,disguise of witches
feminineEnergy,feminine energy
galenthias,Galenthias
giftOfMelchiorTheMagus,gift of Melchior the magus
guardianOfMarriage,guardian of marriage
hasSevenLives,has seven lives
heavenlyWealth,heavenly wealth
innerRefuge,inner refuge
languor,languor
loveIsDangerous,love is dangerous
loveOfFreedom,love of freedom
magicalForces,magical forces
mandarins,mandarins
mayBeElijah,may be Elijah
oftenAGoodOmen,often a good omen
peacefulRepose,peaceful repose
pregnantWomen,pregnant women
resignationToFate,resignation to fate
samurai,samurai
sigmaPhiDelta,Sigma Phi Delta
stJohnOfTheCross,St. John of the Cross
thatWhichIsDifficultToObtain,that which is difficult to obtain
theDeaconIsStStephen,the deacon is St. Stephen
theFeastOfTabernacles,the Feast of Tabernacles
theLunarWayThePassiveUnconsciousIntuitiveDependent,"the lunar way— the passive, unconscious, intuitive, dependent"
thePatternOfTheUniverse,the pattern of the universe
theSolarWayTheActiveConsciousReflectiveAutonomous,"the solar way— the active, conscious, reflective, autonomous"
usuallyRepresentsTheLowerAspectsOfNature,usually represents the lower aspects of nature
vulvaClitoris,"vulva, clitoris"
youngMen,young men
dedalus,Dedalus
defense,defense
greed,greed
hosea,Hosea
literaryEminence,literary eminence
oneWhoBringsOrderOutOfChaos,one who brings order out of chaos
steedOfTheImmortals,steed of the Immortals
stJoseph,St. Joseph
strategy,strategy
tarot,tarot
theEyes,the eyes
theEyes,the eyes)
theFourCardinalPoints,the four cardinal points
theHighPriestSBreastplate,the High Priest’s breastplate
theLunar,the lunar
theTranscendentSoul,the transcendent soul
15thWeddingAnniversaries,15th wedding anniversaries
anthonyOfPaduaEspeciallyWithAnUnclothedChrist,Anthony of Padua (especially with an unclothed Christ)
awardedToLifeSaverOrMilitaryHero,awarded to life saver or military hero
celestialPowerAndLight,celestial power and light
hearingNoSlander,hearing no slander
hisRealizationOfTheFiveGyanas,his realization of the five gyanas
marriedRomanWomen,married Roman women
royalBirth,royal birth
sebastianEspeciallyWithArrows,Sebastian (especially with arrows)
seeingNothingUnworthy,seeing nothing unworthy
spiritualEnlightenmentEspeciallyAJeweledCrown,spiritual enlightenment (especially a jeweled crown)
ssFrancesXavier,SS Frances Xavier
ssMargaretOfAntiochEspeciallyWhenShownWithADragon,SS Margaret of Antioch (especially when shown with a dragon)
stJohnGualberto,St. John Gualberto
stLouisOfToulouse,St. Louis of Toulouse
stScholastica,St. Scholastica
theConsummationOrVictoryOfTheSupernatural,the consummation or victory of the supernatural
theCumanSibyl,the Cuman sibyl
theEarthlyPowerThatDeathTakesAway,the earthly power that death takes away
theFixationOfAVolatileSubstance,the fixation of a volatile substance
thePerfectionOfAMetal,the perfection of a metal
thePharaoh,the pharaoh
thePower,the power
theReigningChrist,the Reigning Christ
theRomanEmperorAndComus,the Roman emperor and Comus
theStateOfNonBeing,the state of Non-Being
theSuccessfulCompletionOfAnAlchemicalOperation,the successful completion of an alchemical operation
theSufferingSavior,the suffering Savior
theVirginMaryAsTheQueenOfHeaven,the Virgin Mary as the queen of heaven
theVirginMaryAtTheImmaculateConception,the Virgin Mary at the Immaculate Conception
attainment,attainment
calliope,Calliope
catherineOfAlexandria,Catherine of Alexandria
christAsKing,Christ as king
continuity,continuity
elijahAndTheWidowOfSarepta,Elijah and the Widow of Sarepta
francisOfAssisi,Francis of Assisi
imperialPower,imperial power
mut,Mut
nobleBirth,noble birth
ops,Ops
renouncedRoyalty,renounced royalty
rewardOfVirtue,reward of virtue
ridicule,ridicule
riverGods,river gods
stHubert,St. Hubert
stNicholasOfTolentino,St. Nicholas of Tolentino
stThereseOfLisieux,St. Therese of Lisieux
theCrucifixionOfChrist,the crucifixion of Christ
theCrucifixionOfChrist,the Crucifixion of Christ
theFootprintOfBuddha,the footprint of Buddha
theGoodSamaritan,the Good Samaritan
thePassionOfChrist,the Passion of Christ
thePhilosopherSStone,the philosopher’s stone
achillesVictoryOverHector,Achilles’ victory over Hector
changeInTheWorldOfPhenomena,change in the world of phenomena
changingAttitudesOpinionsAndOrRoles,"changing attitudes, opinions, and/or roles"
changingPersonalitiesRolesOpinionsLoyalties,"changing personalities, roles, opinions, loyalties"
GreenCornChangingToTheYellowCornOfTheHarvest,green corn changing to the yellow corn of the harvest
UsuallyWithGreenLeavesAndFourRosesAdmiration,(usually with green leaves and four roses) admiration
aribada,Aribada
conveyanceOfTheFaithfulToHeaven,conveyance of the faithful to heaven
desireForImmediateFruitsOfAnActionAsAnImpedimentToMoralProgress,desire for immediate fruits of an action as an impediment to moral progress
eternityPersonified,Eternity personified
hadesPluto,Hades/Pluto
poseidonNeptune,Poseidon/Neptune
savitri,Savitri
theBeingInManifestation,the being in manifestation
theHeartEspeciallyWhenFilledWithWine,the heart (especially when filled with wine)
theSacrificeOfChristUponTheCross,the sacrifice of Christ upon the cross
theVehicleOfAllSunGods,the vehicle of all sun gods
theVehicleOfFortunePersonified,the vehicle of Fortune personified
theVehicleOfTheSoulInAStateOfTravail,the vehicle of the soul in a state of travail
theYouthsAreKleobisAndBiton,the youths are Kleobis and Biton
tullia,Tullia
victors,victors
alexanderTheGreat,Alexander the Great
anahita,Anahita
auroraMythology,Aurora (mythology)
deathPersonified,death (Personified)
deathPersonified,Death (personified)
deathPersonified,Death personified
famePersonified,Fame personified
galatea,Galatea
heavenAndEarth,heaven and earth
heroes,heroes
juventas,Juventas
lunaGoddess,Luna (goddess)
moonDeities,moon deities
nightPersonified,Night personified
ordination,ordination
redemption,redemption
rheaMythology,Rhea (mythology)
solomon,Solomon
ssBarbara,SS Barbara
stBarbara,St. Barbara
stNorbert,St. Norbert
theArchangelChamael,the archangel Chamael
theBloodOfChrist,the blood of Christ
theHolyGrail,the Holy Grail
theLastSupper,the Last Supper
theNewTestament,the New Testament
theSourceOfLife,the source of life
theWorld,the world
theWorld,the World
unionOfHeavenAndEarth,union of heaven and earth
urania,Urania
gods,gods
abundantLeisure,abundant leisure
aFickleLover,a fickle lover
aGeisha,a geisha
ambassadorOfLove,ambassador of love
ambassadors,ambassadors
aReturningSpiritOfTheDead,a returning spirit of the dead
aSuperstitiousPerson,a superstitious person
aVainWoman,a vain woman
aWasteLand,a waste land
beingInLove,being in love
coherence,coherence
commerceAndIndustry,commerce and industry
abundantLife,abundant life
concordia,Concordia
deathAndWisdom,death and wisdom
deltaXiNu,Delta Xi Nu
discomfort,discomfort
guardianOfWest,guardian of West
healthOfBodyAndSpirit,health of body and spirit
humanAmbiguity,human ambiguity
interpenetrationOfMatterByTheSoul,interpenetration of matter by the soul
intuitionAsOpposedToLogic,intuition as opposed to logic
itzpapalotl,Itzpapalotl
lambdaKappaSigma,Lambda Kappa Sigma
marriageOfSouls,marriage of souls
medicine,medicine
moralEquilibrium,moral equilibrium
muEpsilonDelta,Mu Epsilon Delta
phiDeltaEpsilon,Phi Delta Epsilon
polygamy,polygamy
sacredPersons,sacred persons
safeConduct,safe conduct
sigmaMuDelta,Sigma Mu Delta
sigmaPsi,Sigma Psi
spiritOfAWomanWhoDiedInChildbirth,spirit of a woman who died in childbirth
theDescentOfSoulsToTheMaterialWorld,the descent of souls to the material world
thePleasuresOfGoodLiving,the pleasures of good living
thePowerOfTransformationSythesisOfOpposites,"the power of transformation, sythesis of opposites"
theSoulThatEscapesAtDeath,the soul that escapes at death
theSunThatPassedThroughTheUnderworldsAtNight,the sun that passed through the Underworlds at night
thetaNuXi,Theta Nu Xi
theUnionOfSoulsAndFertility,the union of souls and fertility
theWishForLongevity,the wish for longevity
unconsciousAttractionTowardLightGod,"unconscious attraction toward light, God"
unionOfOpposingForces,union of opposing forces
asclepius,Asclepius
courtship,courtship
everlastingLife,everlasting life
frailty,frailty
frivolity,frivolity
gammaPhiDeltaSorority,Gamma Phi Delta (sorority)
hiddenTreasure,hidden treasure
highSpirits,high spirits
highSpirits,high-spirits
importunity,importunity
liberty,liberty
lightness,lightness
superficiality,superficiality
thanatos,Thanatos
theDesert,the desert
theGreatGoddess,the Great Goddess
aDoveWasSentForthFromTheArkOnTheSeventhDayOfTheVoyage,a dove was sent forth from the Ark on the seventh day of the voyage
aGirl10To20YearsOfAge,a girl 10 to 20 years of age
amorousDelight,amorous delight
anAncestor,an ancestor
anInfusionOfEnergyFromHeaven,an infusion of energy from heaven
aPeacemaker,a peacemaker
canopyOfHeaven,canopy of heaven
catherineOfSienna,Catherine of Sienna
thief,thief
aDupe,a dupe
divineAgent,divine agent
dodona,Dodona
dogwoodBlossomsByThemselvesAmIPerfectlyIndifferentToYou,dogwood blossoms by themselves am I perfectly indifferent to you?
embodiesTheSoulsOfTheDead,embodies the souls of the dead
entranceToTheCaveOfInitiation,entrance to the cave of initiation
externalBeautyWithNoFeelings,external beauty with no feelings
faithfulMarriage,faithful marriage
incubation,incubation
lovingConstancy,loving constancy
meansOfHarmingAPersonThroughMagicOrWitchcraft,means of harming a person through magic or witchcraft
openedOnSederNightToAllowEntranceForElijahAnnouncingTheMessianicAge,opened on Seder night to allow entrance for Elijah announcing the Messianic Age
openingAllTheDoorsOfAHouseEasesChildbirth,opening all the doors of a house eases childbirth
passageFromOneWorldOrStateToAnother,passage from one world or state to another
peaceEspeciallyWhenItCarriesAnOliveBranch,peace (especially when it carries an olive branch)
theEntranceToTheSevenZonesOfParadise,the entrance to the seven zones of Paradise
theLifeGivingPowerOfBlood,the life-giving power of blood
theLoveOfGod,the love of God
theLowestKindOfFish,the lowest kind of fish
theShelteringAspectOfTheGreatMother,the sheltering aspect of the Great Mother
twoObjectsWhereOneIsNormalUsuallyIndicateBipolarityOpposingForcesSuchAsGoodEvilMaleFemaleNightDay,"two objects where one is normal usually indicate bipolarity, opposing forces such as good/evil, male/female, night/day"
adversity,adversity
atonement,atonement
atonement,Atonement
duration,duration
finesse,finesse
janus,Janus
motherGoddesses,mother goddesses
mythicalAncestor,mythical ancestor
nobles,nobles
opportunity,opportunity
opportunity,Opportunity
paganism,paganism
paganism,Paganism
primitiveNature,primitive nature
rainBringer,rain bringer
rainBringer,rain-bringer
scavenger,scavenger
sopdet,Sopdet
ssBernard,SS Bernard
stAnne,St. Anne
aggressiveStrengthThatNeedsToBeControlled,aggressive strength that needs to be controlled
