,symbol,label,translation
2485,medinillaWaterhousei,Medinilla waterhousei,Medinilla waterhuisi
2486,medusaSHead,Medusa's head,Medusa&#39;s hoofd
2487,megalodon,Megalodon,Megalodon
2488,megalonyx,Megalonyx,Megalonyx
2489,melitaPersonification,Melita (personification),Melita (personificatie)
2490,imperialSealOfJapan,Imperial Seal of Japan,Keizerlijk zegel van Japan
2491,imperialSealOfKorea,Imperial Seal of Korea,Keizerlijk zegel van Korea
2492,imperialSealOfTheMongols,Imperial Seal of the Mongols,Keizerlijk zegel van de Mongolen
2493,inc,Inc.,Inc.
2494,independenceMonumentAlbania,Independence Monument (Albania),Onafhankelijkheidsmonument (Albanië)
2495,independent,independent,onafhankelijk
2496,independNciaTotal,Independência total,Independência totaal
2497,indianaLimestone,Indiana Limestone,Indiana Kalksteen
2498,indianGiantSquirrel,Indian giant squirrel,Indiase gigantische eekhoorn
2499,indianNationalCalendar,Indian national calendar,Indiase nationale kalender
2500,indianParadiseFlycatcher,Indian paradise flycatcher,Indiase paradijsvliegenvanger
2501,indianPeafowl,Indian peafowl,Blauwe pauw
2502,indianRhinoceros,Indian rhinoceros,Indische neushoorn
2503,indigoCloth,indigo cloth,indigo doek
2504,indonesiaRaya,Indonesia Raya,Indonesië Raya
2505,indoPacificHumpbackDolphin,Indo-Pacific humpback dolphin,Indo-Pacifische bultrug dolfijn
2506,infinitySymbol,Infinity symbol,oneindigheidssymbool
2507,innoNazionaleDellaRepubblica,Inno Nazionale della Repubblica,Inno Nazionale della Repubblica
2508,inPlentyAndInTimeOfNeed,In Plenty and In Time of Need,In overvloed en in tijd van nood
2509,intsiaPalembanica,Intsia palembanica,Intsia palembanica
2510,inuksuk,Inuksuk,Inuksuk
2511,inventoryOfElizabethIOfEngland,Inventory of Elizabeth I of England,Inventaris van Elizabeth I van Engeland
2512,iolite,iolite,ioliet
2513,iowaCentennialHalfDollar,Iowa Centennial half dollar,Iowa Centennial halve dollar
2514,iranianCalendars,Iranian calendars,Iraanse kalenders
2515,iranianNationalJewels,Iranian National Jewels,Iraanse Nationale Juwelen
2516,irishCrownJewels,Irish Crown Jewels,Ierse kroonjuwelen
2517,irishWolfhound,Irish wolfhound,Ierse wolfshond
2518,irisLacustris,Iris lacustris,Iris lacustris
2519,isangBansaIsangDiwa,"Isang Bansa, Isang Diwa","Isang Bansa, Isang Diwa"
2520,isheKomboreraAfrica,Ishe Komborera Africa,Ishe Komborera Afrika
2521,ishyBilady,Ishy Bilady,Ishy Bilady
2522,islandOfCalifornia,Island of California,Eiland Californië
2523,isleOfBeautyIsleOfSplendour,"Isle of Beauty, Isle of Splendour","Isle of Beauty, Isle of Splendor"
2524,isotelus,Isotelus,Isotelus
2525,italiaTurrita,Italia turrita,Italiaanse turrita
2526,ivoryDagger,ivory dagger,ivoren dolk
2527,iX,I.X.,IX
2528,ixoraCoccinea,Ixora coccinea,Ixora coccinea
2529,jackalope,Jackalope,Jackalope
2530,jackfruit,Jackfruit,Jackfruit
2531,jacobDruckman,Jacob Druckman,Jacob Druckman
2532,jacobSLadderPlant,Jacob’s ladder (plant),Jacobsladder (plant)
2533,jadeite,jadeite,jadeïet
2534,jaiHind,Jai Hind,Jai Hindo
2535,jaiJaiGaraviGujarat,Jai Jai Garavi Gujarat,Jai Jai Garavi Gujarat
2536,jainChihna,Jain Chihna,Jain Chihna
2537,jamaicaLandWeLove,"Jamaica, Land We Love","Jamaica, land waar we van houden"
2538,jamhuriDay,Jamhuri Day,Jamhuri-dag
2539,janaGanaMana,Jana Gana Mana,Jana Gana Mana
2540,janaGanaManaVideo,Jana Gana Mana Video,Jana Gana Mana Video
2541,jananiJanmabhumishchaSwargadapiGariyasi,Janani Janmabhumishcha Swargadapi Gariyasi,Janani Janmabhumishcha Swargadapi Gariyasi
2542,japamala,Japamala,Japan
2543,japmala,Japmala,Japmala
2544,japonica,japonica,japonica
2545,jarabeTapatío,Jarabe Tapatío,Jarabe Tapatio
2546,jasminumOfficinale,Jasminum officinale,Jasminum officinale
2547,emu,emu,emoe
2548,emu,Emu,Emoe
2549,enAvantAnthem,En Avant (anthem),En Avant (volkslied)
2550,enchantingMermaid,Enchanting Mermaid,Betoverende zeemeermin
2551,endive,endive,andijvie
2552,endymion,Endymion,Endymion
2553,enemy,enemy,vijand
2554,engine,engine,motor
2555,engineersTransit,Engineers' transit,Doorvoer van ingenieurs
2556,englishInTheCommonwealthOfNations,English in the Commonwealth of Nations,Engels in het Gemenebest van Naties
2557,englishMastiff,English Mastiff,Engelse Mastiff
2558,ensePetitPlacidamSubLibertateQuietem,Ense petit placidam sub libertate quietem,Ense petit placidam sub libertate quietem
2559,enterolobiumCyclocarpum,Enterolobium cyclocarpum,Enterolobium cyclocarpum
2560,entombment,entombment,begrafenis
2561,enUniNYLibertad,En unión y libertad,En unión y libertad
2562,eOlaKeAliIKeAkua,E Ola Ke Aliʻi Ke Akua,E Ola Ke Aliʻi Ke Akua
2563,epicOfManas,Epic of Manas,Epos van Manas
2564,epigaea,Epigaea,Epigaea
2565,epilepticSeizure,epileptic seizure,epileptische aanval
2566,ePluribusUnum,E pluribus unum,E pluribus unum
2567,equinox,equinox,equinox
2568,ericaAborea,erica aborea,erica aborea
2569,eritreaEritreaEritrea,"Eritrea, Eritrea, Eritrea","Eritrea, Eritrea, Eritrea"
2570,eryngiurn,eryngiurn,eryngiurn
2571,eschscholziaCalifornica,Eschscholzia californica,Slaapmutsje
2572,escutcheonHeraldry,Escutcheon (heraldry),Wapenschild (heraldiek)
2573,eslamiYaMisr,Eslami ya Misr,Eslami ya Misr
2574,esseQuamVideri,Esse quam videri,Esse quam videri
2575,estaANossaPTriaBemAmada,Esta É a Nossa Pátria Bem Amada,Esta É a Nossa Pátria Bem Amada
2576,estoPerpetua,Esto perpetua,Esto perpetua
2577,ethiopiaEthiopiaEthiopiaBeFirst,"Ethiopia, Ethiopia, Ethiopia be first","Ethiopië, Ethiopië, Ethiopië wees de eerste"
2578,eubrontes,Eubrontes,Eubrontes
2579,eupatorium,eupatorium,eupatorium
2580,eurasianHoopoe,Eurasian hoopoe,Euraziatische hop
2581,eurekaFlag,Eureka Flag,Eureka-vlag
2582,eurekaWord,Eureka (word),Eureka (woord)
2583,europaConsortOfZeus,Europa (consort of Zeus),Europa (gemalin van Zeus)
2584,europeanMantis,European mantis,Europese bidsprinkhaan
2585,europeanPerch,European perch,Europese baars
2586,europeAnthem,Europe (anthem),Europa (volkslied)
2587,europeDay,Europe Day,Europa Dag
2588,euroSign,Euro sign,Euro teken
2589,eurypterus,Eurypterus,Zeeschorpioen
2590,everglades,Everglades,Everglades
2591,everlastingPlant,everlasting (plant),eeuwigdurend (plant)
2592,eyeOfHorus,Eye of Horus,Oog van Horus
2593,eyIran,Ey Iran,Ey Iran
2594,f,F,F
2595,fabric,fabric,Maaksel
2596,face,face,gelaat
2597,faces,faces,gezichten
2598,fadedLove,Faded Love,Vervaagde liefde
2599,fairAntiguaWeSaluteThee,"Fair Antigua, We Salute Thee","Eerlijk Antigua, wij groeten u"
2600,faisalMosque,Faisal Mosque,Faisal-moskee
2601,falconAsPerSvetambara,Falcon  as per Svetambara,Valk volgens Svetambara
2602,fallOfMan,Fall of Man,Val van de mens
2603,fan,fan,fan
2604,fanlight,fanlight,bovenlicht
2605,fans,fans,fans
2606,faravahar,Faravahar,Faravahar
2607,fatherDamienEscobar,Father Damien (Escobar),Pater Damiaan (Escobar)
2608,fatima,Fatima,Fatima
2609,fatimaJinnah,Fatima Jinnah,Fatima Jinnah
2610,fatsheLenoLaRona,Fatshe leno la rona,Fatshe leno la rona
2611,faustJohann,"Faust, Johann","Faust, Johanna"
2612,feast,feast,feest
2613,feather,feather,veer
2614,gazelle,gazelle,Gazzella
2615,giant,giant,reus
2616,glass,glass,glas
2617,gloriaAlBravoPueblo,Gloria al Bravo Pueblo,Gloria al Bravo Pueblo
2618,gloryFlower,glory flower,glorie bloem
2619,gloryToUkraine,Glory to Ukraine,Eer aan Oekraïne
2620,gmelinaArborea,Gmelina arborea,Gmelina arborea
2621,moorings,moorings,aanlegsteigers
2622,mortarAndPestle,mortar and pestle,mortier en vijzel
2623,moschatel,moschatel,moschatel
2624,mosque,mosque,moskee
2625,motherAlbaniaStatue,Mother Albania (statue),Moeder Albanië (standbeeld)
2626,motherDenmark,Mother Denmark,Moeder Denemarken
2627,motherlandAnthem,Motherland (anthem),Moederland (volkslied)
2628,motherlandMonument,Motherland Monument,Moederlandmonument
2629,motherSerbia,Mother Serbia,Moeder Servië
2630,motherSvea,Mother Svea,Moeder Svea
2631,iLoveNewYork,I Love New York,Ik hou van New York
2632,imperialAmazon,Imperial amazon,keizerlijke amazone
2633,stupa,stupa,stoepa
2634,temperanceTarot,Temperance (tarot),Matigheid (tarot)
2635,tengu,tengu,Tengu
2636,thief,thief,dief
2637,francoNewfoundlander,Franco-Newfoundlander,Franco-Newfoundlander
2638,francoOntarianFlag,Franco-Ontarian flag,Frans-Ontarische vlag
2639,frangipani,frangipani,frangipani
2640,frankincense,frankincense,olibanum
2641,fraxinella,fraxinella,fraxinella
2642,frecceTricolori,Frecce Tricolori,Frecce Tricolori
2643,freedomBell,Freedom Bell,Vrijheidsbel
2644,freedomMonument,Freedom Monument,Vrijheidsmonument
2645,friday,Friday,Vrijdag
2646,friendshipCircle,Friendship Circle,Vriendschapscirkel
2647,frybread,Frybread,frituur
2648,full,full,vol
2649,fullerSTeasel,fuller’s teasel,kaardebol van voller
2650,fullMoonWaxing,"full moon 
* Waxing",volle maan * Waxen
2651,fundamentalOrdersOfConnecticut,Fundamental Orders of Connecticut,Fundamentele Orden van Connecticut
2652,funkHeritageCenter,Funk Heritage Center,Funk Erfgoedcentrum
2653,fusilOfYarn,fusil of yarn,fusil van garen
2654,fusitritonOregonensis,Fusitriton oregonensis,Fusitriton oregonensis
2655,fustanella,Fustanella,Fustanella
2656,gaillardiaPulchella,Gaillardia pulchella,Gaillardia pulchella
2657,galjoen,Galjoen,Galjoen
2658,gallicRooster,Gallic rooster,Gallische haan
2659,dreamingOfWalkingOnWater,dreaming of walking on water,dromen van lopen op water
2660,godZijMetOnsSuriname,God zij met ons Suriname,God zij met ons Suriname
2661,goldColor,Gold (color),Gouden kleur)
2662,goldenClubWithArrowsOfLead,golden club with arrows of lead,gouden club met pijlen van lood
2663,goldenDelicious,Golden Delicious,Gouden Heerlijk
2664,goldenDriller,Golden Driller,Gouden Boor
2665,goldenKey,Golden Key,gouden sleutel
2666,goldenLotus,Golden Lotus,Gouden Lotus
2667,goldenStool,Golden Stool,Gouden Kruk
2668,goldenTrout,Golden trout,Goudforel
2669,goldHandedFigure,Gold-handed figure,Goud-handed figuur
2670,goldStylus,gold stylus,gouden stylus
2671,goMississippi,"Go, Mississippi","Ga, Mississippi"
2672,gomorrah,Gomorrah,Gomorra
2673,gopher,gopher,gopher
2674,gordianKnot,Gordian knot,Gordiaanse knoop
2675,gorge,gorge,kloof
2676,gorgoneion,Gorgoneion,Gorgoneion
2677,gottErhalteFranzDenKaiser,Gott erhalte Franz den Kaiser,Gott erhalte Franz den Kaiser
2678,governmentSealOfBangladesh,Government Seal of Bangladesh,Regeringszegel van Bangladesh
2679,governmentSealOfJapan,Government Seal of Japan,Regeringszegel van Japan
2680,gracePhotograph,Grace (photograph),Genade (foto)
2681,grail,grail,Graal
2682,grandDucalFamilyOfLuxembourg,Grand Ducal Family of Luxembourg,Groothertogelijke Familie van Luxemburg
2683,grandDukeSOfficialBirthday,Grand Duke's Official Birthday,Officiële verjaardag van de groothertog
2684,grapevine,grapevine,wijnstok
2685,grapevineCross,Grapevine cross,Wijnstok kruis
2686,grass,grass,gras
2687,gravestone,gravestone,grafsteen
2688,gravestones,gravestones,grafstenen
2689,dogfish,dogfish,doornhaai
2690,dolphinFlag,Dolphin Flag,Dolfijn Vlag
2691,dome,dome,koepel
2692,doodlebug,Doodlebug,Doodlebug
2693,doubling,doubling,verdubbeling
2694,phlegethon,Phlegethon,flegethon
2695,phlox,phlox,flox
2696,phobos,Phobos,Phobos
2697,phoebeHainesiana,Phoebe hainesiana,Phoebe Hainesiana
2698,phoenicianGalley,Phoenician Galley,Fenicische kombuis
2699,photograph,photograph,foto
2700,piceaMariana,Picea mariana,Picea Mariana
2701,piceaSitchensis,Picea sitchensis,Picea sitchensis
2702,picture,picture,afbeelding
2703,pierrot,Pierrot,Pierrot
2704,pigeonBerry,pigeon berry,duivenbes
2705,pile,pile,stapel
2706,pileus,Pileus,Pileus
2707,pincezTousVosKorasFrappezLesBalafons,"Pincez Tous vos Koras, Frappez les Balafons","Pincez Tous vos Koras, Frappez les Balafons"
2708,pinctadaMaxima,Pinctada maxima,Pinctada maxima
2709,pine,pine,pijnboom
2710,pineBarrensTreeFrog,Pine Barrens tree frog,Pine Barrens boomkikker
2711,pinkTie,Pink tie,Roze stropdas
2712,pinusContorta,Pinus contorta,Pinus contorta
2713,pinusEdulis,Pinus edulis,Pinus edulis
2714,pinusPonderosa,Pinus ponderosa,Pinus ponderosa
2715,pinusTaeda,Pinus taeda,Pinus taeda
2716,pirogue,Pirogue,Pirogue
2717,pitcher,pitcher,schenkkan
2719,plaid,plaid,plaid
2720,plainsZebra,Plains zebra,vlaktes zebra
2721,planetSymbols,Planet symbols,Planeet symbolen
2722,playingCards,playing cards,speelkaarten
2723,playwright,playwright,toneelschrijver
2724,plecoptera,Plecoptera,Plecoptera
2725,hazel,hazel,hazelnoot
2726,head,head,kop
2727,hearth,hearth,haard
2728,heartsPlayingCards,hearts (playing cards),harten (speelkaarten)
2729,heartWithAHaloOnTheLeftSide,Heart with a Halo on the Left Side,Hart met een halo aan de linkerkant
2730,hecateSWheel,Hecate's wheel,Het wiel van Hecate
2731,hector,Hector,Hektor
2732,hedge,hedge,heg
2733,hedjetCrownAntelopeAnkhBowArrowFlowingRiverSirius,Hedjet crown; antelope; ankh; bow; arrow; flowing river; Sirius,Hedjet-kroon; antilope; ankh; boog; pijl; stromende rivier; Sirius
2734,hedychiumCoronarium,Hedychium coronarium,Hedychium coronarium
2735,heirloomSealOfTheRealm,Heirloom Seal of the Realm,Heirloom Seal of the Realm
2736,helenium,helenium,helenium
2737,helianthusAnnuus,Helianthus annuus,Helianthus annuus
2738,heliconiusCharithonia,Heliconius charithonia,Heliconius charithonia
2739,hellbender,Hellbender,Hellbender
2740,helmet,helmet,helm
2741,helmet,Helmet,Helm
2742,helmets,helmets,helmen
2743,helmOfDarkness,Helm of Darkness,Roer van de duisternis
2744,heMeleLahuiHawaii,He Mele Lahui Hawaii,Hij Mele Lahui Hawaï
2745,henWladFyNhadau,Hen Wlad Fy Nhadau,Hen Wlad Fy Nhadau
2746,hephaestusVulcan,Hephaestus/Vulcan,Hephaestus/Vulcan
2747,heraclesHercules,Heracles/Hercules,Heracles/Hercules
2748,hermitThrush,Hermit thrush,Kluizenaarlijster
2749,hermosaSoberana,Hermosa Soberana,Hermosa Soberana
2750,hesperostipaComata,Hesperostipa comata,Hesperostipa comate
2751,hestiaVesta,Hestia/Vesta,Hestia/Vesta
2752,hexagon,hexagon,zeshoek
2753,hexagram,hexagram,hexagram
2754,mirror,mirror,spiegel
2755,newMexicoWhiptail,New Mexico whiptail,Whiptail uit New Mexico
2756,newZealandWhiteEnsign,New Zealand White Ensign,Nieuw-Zeelandse Witte Vlag
2757,niche,niche,nis
2758,nicknamesOfNewYorkCity,Nicknames of New York City,Bijnamen van New York City
2759,nicrophorusAmericanus,Nicrophorus americanus,Nicrophorus americanus
2760,nigeriaWeHailThee,"Nigeria, We Hail Thee","Nigeria, we begroeten u"
2761,nightBloomingCereus,night blooming cereus,nacht bloeiende cereus
2762,nikeVictoria,Nike/Victoria,Nike/Victoria
2763,nileRiver,Nile River,de Nijl
2764,nineBandedArmadillo,Nine-banded armadillo,Negenbandgordeldier
2765,niobe,Niobe,Niobe
2766,nkulunkuluMnikatiWetibusisoTemaswati,Nkulunkulu Mnikati wetibusiso temaSwati,Nkulunkulu Mnikati wetibusiso temaSwati
2767,nokorReach,Nokor Reach,Nokor Bereik
2768,northernFlicker,Northern flicker,Noordelijke flikkering
2769,northernLapwing,Northern lapwing,Noordelijke kievit
2770,nose,nose,neus
2771,nostrils,nostrils,neusgaten
2772,notableDepictionsOfTheGreatSealOfTheUnitedStates,Notable depictions of the Great Seal of the United States,Opmerkelijke afbeeldingen van het Grote Zegel van de Verenigde Staten
2773,novaScotiaDuckTollingRetriever,Nova Scotia Duck Tolling Retriever,Nova Scotia Duck Tolling Retriever
2774,novusOrdoSeclorum,Novus ordo seclorum,Novus ordo seclorum
2775,nowruz,Nowruz,Noroezu
2776,nudity,nudity,naaktheid
2777,nunarputUtoqqarsuanngoravit,Nunarput utoqqarsuanngoravit,Nunarput utoqqarsuanngoravit
2778,nursing,nursing,verpleegkunde
2779,nyctanthesArborTristis,Nyctanthes arbor-tristis,Nyctanthes prieel-tristis
2780,nymphaeaCaerulea,Nymphaea caerulea,Nymphaea caerulea
2781,nymphalisAntiopa,Nymphalis antiopa,Nymphalis antiopa
2782,oak,oak,eik
2783,feet,feet,voeten
2784,figFruit,fig (fruit),vijg (vrucht)
2785,fillet,fillet,filet
2786,fire,fire,vuur
2787,fishingCat,Fishing cat,Vissende kat
2788,fishNandavarta,Fish  Nandavarta,Vis Nandavarta
2789,fivePointedCrown,Five-pointed Crown,Vijfpuntige kroon
2790,flagAndCoatOfArmsOfSaintBarthLemy,Flag and coat of arms of Saint Barthélemy,Vlag en wapen van Saint Barthélemy
2791,flagAndSealOfIdaho,Flag and seal of Idaho,Vlag en zegel van Idaho
2792,flagAndSealOfIllinois,Flag and seal of Illinois,Vlag en zegel van Illinois
2793,flagAndSealOfNewHampshire,Flag and seal of New Hampshire,Vlag en zegel van New Hampshire
2794,flagAndSealOfVirginia,Flag and seal of Virginia,Vlag en zegel van Virginia
2795,flagOfAbkhazia,Flag of Abkhazia,Vlag van Abchazië
2796,flagOfAfghanistan,Flag of Afghanistan,Vlag van Afghanistan
2797,flagOfAlabama,Flag of Alabama,Vlag van Alabama
2798,flagOfAlaska,Flag of Alaska,Vlag van Alaska
2799,flagOfAlbania,Flag of Albania,Vlag van Albanië
2800,flagOfAlberta,Flag of Alberta,Vlag van Alberta
2801,flagOfAlgeria,Flag of Algeria,Vlag van Algerije
2802,flagOfAndorra,Flag of Andorra,Vlag van Andorra
2803,flagOfAngola,Flag of Angola,Vlag van Angola
2804,flagOfAnguilla,Flag of Anguilla,Vlag van Anguilla
2805,flagOfAntiguaAndBarbuda,Flag of Antigua and Barbuda,Vlag van Antigua en Barbuda
2806,flagOfArgentina,Flag of Argentina,Vlag van Argentinië
2807,flagOfArizona,Flag of Arizona,Vlag van Arizona
2808,flagOfArkansas,Flag of Arkansas,Vlag van Arkansas
2809,flagOfArmenia,Flag of Armenia,Vlag van Armenië
2810,flagOfAruba,Flag of Aruba,Vlag van Aruba
2811,flagOfAustralia,Flag of Australia,Vlag van Australië
2812,flagOfAustria,Flag of Austria,Vlag van Oostenrijk
2813,flagOfAzerbaijan,Flag of Azerbaijan,Vlag van Azerbeidzjan
2814,flagOfBahrain,Flag of Bahrain,Vlag van Bahrein
2815,flagOfBangladesh,Flag of Bangladesh,Vlag van Bangladesh
2816,flagOfBarbados,Flag of Barbados,Vlag van Barbados
2817,flagOfBelarus,Flag of Belarus,Vlag van Wit-Rusland
2818,flagOfBelgium,Flag of Belgium,Vlag van België
2819,flagOfBelize,Flag of Belize,Vlag van Belize
2820,flagOfBenin,Flag of Benin,Vlag van Benin
2821,flagOfBhutan,Flag of Bhutan,Vlag van Bhutan
2822,flagOfBolivia,Flag of Bolivia,Vlag van Bolivia
2823,flagOfBotswana,Flag of Botswana,Vlag van Botswana
2824,flagOfBrazil,Flag of Brazil,Vlag van Brazilië
2825,flagOfBritishColumbia,Flag of British Columbia,Vlag van Brits-Columbia
2826,flagOfBrunei,Flag of Brunei,Vlag van Brunei
2827,flagOfBulgaria,Flag of Bulgaria,Vlag van Bulgarije
2828,flagOfBurkinaFaso,Flag of Burkina Faso,Vlag van Burkina Faso
2829,flagOfBurundi,Flag of Burundi,Vlag van Burundi
2830,flagOfCalifornia,Flag of California,Vlag van Californië
2831,flagOfCambodia,Flag of Cambodia,Vlag van Cambodja
2832,flagOfCameroon,Flag of Cameroon,Vlag van Kameroen
2833,hands,hands,handen
2834,harpy,harpy,harpij
2835,harvest,harvest,oogst
2836,hat,hat,hoed
2837,hawaiIloa,Hawaiʻiloa,Hawaïʻiloa
2838,hawaiIPono,Hawaiʻi Ponoʻī,Hawaï Pono
2839,hawkSEye,hawk’s eye,haviksoog
2840,hawkweed,hawkweed,havikskruid
2841,hawthorn,hawthorn,meidoorn
2842,healingSimurgh,Healing Simurgh,Genezende Simurgh
2843,heartSEasePlant,heart’s ease (plant),het gemak van het hart (plant)
2844,griffin,griffin,griffioen
2845,griffin,Griffin,Griffioen
2846,guelderRose,guelder rose,gelderse roos
2847,habitMonastic,habit (monastic),gewoonte (klooster)
2848,haddock,haddock,schelvis
